N_good,N_poor,mean_good,mean_poor,Δmean(good-poor),Δmean_95%CI_lo,Δmean_95%CI_hi,t_pvalue,ks_pvalue,Cohen_d,Hedges_g,Cliffs_delta,good_definition
19,24,0.031446142719641614,0.00102868426073352,0.030417458458908093,-0.00128078298516162,0.06211569990297781,0.06787281486710034,0.11693199514776018,0.5835917211719338,0.572850769248524,0.32456140350877194,anomaly>0 (above-normal)
