date_q,excess_ret,midcap_qret,nifty_qret,rain_anom,cpi_yoy,gdp_yoy,repo_chg_bps,ret_prev_q,rain_anom_lag,cpi_yoy_lag,gdp_yoy_lag,repo_chg_lag,excess_next_q,rain_repo_int
2019-06-30,-0.0472929807447012,-0.0331023906673605,0.0141905900773406,12.875,3.0717695592508805,5.0953681727949895,-50.0,0.0214259740986266,12.875,2.4651225915393336,5.720942884807356,-25.0,-0.0655529353461091,-321.875
2019-09-30,-0.0655529353461091,-0.0922222033408669,-0.0266692679947577,11.3,3.47266683473492,4.298371152596903,-34.999999999999964,-0.0331023906673605,12.875,3.0717695592508805,5.0953681727949895,-50.0,0.0066898935837598,-643.75
2019-12-31,0.0066898935837598,0.0671720953450643,0.0604822017613044,11.3,5.837140861480482,3.2556431108379025,-25.0,-0.0922222033408669,11.3,3.47266683473492,4.298371152596903,-34.999999999999964,-0.0222310428191143,-395.4999999999996
2020-03-31,-0.0222310428191143,-0.315670223651513,-0.2934391808323986,11.3,6.669901617923564,2.944912954125134,-75.0,0.0671720953450643,11.3,5.837140861480482,3.2556431108379025,-25.0,0.0581173650365476,-282.5
2020-06-30,0.0581173650365476,0.2563494606429564,0.1982320956064087,11.3,6.573177742776333,-23.134128932174654,-40.00000000000004,-0.315670223651513,11.3,6.669901617923564,2.944912954125134,-75.0,0.0632226881632225,-847.4999999999999
2020-09-30,0.0632226881632225,0.1549952393906419,0.0917725512274194,-10.233333333333336,6.895552248608908,-5.839217613893188,0.0,0.2563494606429564,11.3,6.573177742776333,-23.134128932174654,-40.00000000000004,-0.0158398849881704,-452.00000000000034
2020-12-31,-0.0158398849881704,0.2272530552521485,0.243092940240319,-10.233333333333336,6.375940321197045,1.7750822246493714,0.0,0.1549952393906419,-10.233333333333336,6.895552248608908,-5.839217613893188,0.0,0.0860656369469823,-0.0
2021-03-31,0.0860656369469823,0.1367710207508696,0.0507053838038873,-10.233333333333336,4.869867444579697,3.289792842390349,0.0,0.2272530552521485,-10.233333333333336,6.375940321197045,1.7750822246493714,0.0,0.0681685014035098,-0.0
2021-06-30,0.0681685014035098,0.1383353416493795,0.0701668402458697,-10.233333333333336,5.593669058078173,22.633772856552792,0.0,0.1367710207508696,-10.233333333333336,4.869867444579697,3.289792842390349,0.0,0.0059132424574457,-0.0
2021-09-30,0.0059132424574457,0.1265537665804621,0.1206405241230164,-6.3500000000000005,5.078817347553977,9.865857855249915,0.0,0.1383353416493795,-10.233333333333336,5.593669058078173,22.633772856552792,0.0,0.0169287434243864,-0.0
2021-12-31,0.0169287434243864,0.0019385202738284,-0.0149902231505579,-6.3500000000000005,5.016349752533163,5.5290748881957175,0.0,0.1265537665804621,-6.3500000000000005,5.078817347553977,9.865857855249915,0.0,-0.0310349097544683,-0.0
2022-03-31,-0.0310349097544683,-0.0246559953223904,0.0063789144320778,-6.3500000000000005,6.344005782303749,4.45284560335153,0.0,0.0019385202738284,-6.3500000000000005,5.016349752533163,5.5290748881957175,0.0,-0.0126526202275516,-0.0
2022-06-30,-0.0126526202275516,-0.1091040438093378,-0.0964514235817861,-6.3500000000000005,7.281714750617444,13.490759400548937,90.00000000000003,-0.0246559953223904,-6.3500000000000005,6.344005782303749,4.45284560335153,0.0,0.0760865232566379,-0.0
