Feature_dropped,R2,MAE,MAPE,ΔR2_vs_full
gdp_yoy_lag,-0.15518119895978133,0.04143350670428951,1.0535682263997024,0.0018904324180784027
rain_anom_lag,-0.15707163137785973,0.0415869130567328,1.073926054236432,0.0
repo_chg_lag,-0.15707163137785973,0.0415869130567328,1.073926054236432,0.0
ret_prev_q,-0.1596934236750882,0.0415869130567328,1.0723435195365167,-0.0026217922972284757
cpi_yoy_lag,-0.19204449393884038,0.0415869130567328,1.0609758063499815,-0.034972862560980644
