,perm_importance_mean,perm_importance_std
cpi_yoy_lag,0.003146941461956075,0.0031004972535526804
repo_chg_lag,-1.2126934841613644e-05,1.165118212501308e-05
ret_prev_q,-0.00018253613774882533,0.0017373422268392527
gdp_yoy_lag,-0.00033384567510958107,0.0010104961201418117
rain_anom_lag,-0.0009312563257024352,0.0020701007396120834
